S87-VII-PROP-LANDING-A: PASS -- value='un_bundled_rho=0.000000;naive_rho=0.707107;sub_principle=P_MB_P_CM_un-bundling' scheme='structural-orthogonality-on-4-regulator-atlas' convention='regulator-pin-discipline+regulator-convention-lockdown' L_max=N/A audit_sha256=ec1afec5f58eae2cb43eedfac3af3c71703b261c93c4349cd4b3cb38c1c0a763 content_sha256=b25c0c568f2282c3a42634e2392c17dfa129c6e0076c2887eeb55e723f9e3dbf schema_version=S87+
S87-W1B-HK-7-PAIRED-SLOT-L14-DISAMBIGUATION: PASS -- value='r_obs_L14=15.639817;A_res=1.3640e+01;B_res=6.8230e-07;C_min_res=8.3148e+00;C_min_name=C3_connes_karoubi_HP1_cocycle_ratio_S86_W5;sub_class=PASS-CLASS-B-UNIQUE-AT-L14' scheme=4-class-paired-slot-classification-L14 convention=substrate-paired-slot-L14-cache L_max=14 audit_sha256=489e2ea50fc9986086ef48c2278e4eaa65332597818fddc791216f91a83b5d92 content_sha256=807cc37effc941acf7b3fd37355afe85115ea77466e745cb0a42d0f4d32840e8 schema_version=S87+
# audit_sha256_short=489e2ea50fc99860 content_sha256_short=807cc37effc941ac # S87-W1B-HK-7-PAIRED-SLOT-L14-DISAMBIGUATION dual-SHA companion row (W9a-99 split)
# sign_verdict=N/A magnitude_verdict=PASS regime_verdict=VALID # S87-W1B-HK-7-PAIRED-SLOT-L14-DISAMBIGUATION 3-tuple annotation (S87 schema-v2)
S87-S88-PLUS-CANDIDATES: INFO -- value='3_substubs_pre_scoped' scheme=stub-only-pre-scope convention=4-field-spec-per-feedback_fix-in-session-never-defer L_max=N/A audit_sha256=c4190f4db147733f5ec3947f95d6c5f2cbdcdcd67500d8a53beec30df765740a content_sha256=6bb98fccb12a4a2298cb4bb36cee070e841822f77a7920d7604644a5b8358b1c schema_version=S84+
# audit_sha256_short=c4190f4db147733f content_sha256_short=6bb98fccb12a4a22 # S87-S88-PLUS-CANDIDATES dual-SHA companion row (W9a-99 split; S87-W3-4 stub gate)
S87-PATH-H-PATH-C-MULTI-VALUED-REGISTRY-LANDING: FAIL -- value=False scheme=registry-landing convention=SOURCE-DOUBLE-CITE-CO-PRIMARY L_max=N/A audit_sha256=7a8fd337018ce4bad04df1881e3a3c09259dab0aba94f5c3d325a49587d3498c content_sha256=1966a57460bd452af4cb95bb03906b6d6dcfac80141b484624e5857d94b72594 schema_version=S84+
# audit_sha256_short=7a8fd337018ce4ba content_sha256_short=1966a57460bd452a # S87-PATH-H-PATH-C-MULTI-VALUED-REGISTRY-LANDING dual-SHA companion row (W9a-99 split)
S87-BK-ARRAY-JOINT-META-CLASSIFIER-V2: PASS -- value=9 scheme=meta-classifier-v2-build convention=BK-Array-2x2-product-detector L_max=N/A audit_sha256=5de11e4cb760cc93af91500ba95ba4154f6cae00dc736b6735e4437d12342a28 content_sha256=f74482a03ae093a1c00d6f03c7a47ce3a6d954c8bc10ba551a9ba39c207f55a3 schema_version=S84+
# audit_sha256_short=5de11e4cb760cc93 content_sha256_short=f74482a03ae093a1 # S87-BK-ARRAY-JOINT-META-CLASSIFIER-V2 dual-SHA companion row (W9a-99 split); w14_pass=5/5 synthetic_pass=4/4 literals_present=9/9 module_size=12177B
S87-PATH-H-PATH-C-MULTI-VALUED-REGISTRY-LANDING: PASS -- value=True scheme=registry-landing convention=SOURCE-DOUBLE-CITE-CO-PRIMARY L_max=N/A audit_sha256=2d0c60927a13b2f930efa7e544d0c3128351e42194c4c4d81ac0f588917fde48 content_sha256=a7b6861c5e21ec85fb7cf11f2acfd61e3adec8b0c0be0eb4c96d7958defb2db8 schema_version=S84+
# audit_sha256_short=2d0c60927a13b2f9 content_sha256_short=a7b6861c5e21ec85 # S87-PATH-H-PATH-C-MULTI-VALUED-REGISTRY-LANDING dual-SHA companion row (W9a-99 split)
S87-PATH-H-PATH-C-MULTI-VALUED-REGISTRY-LANDING: PASS -- value=True scheme=registry-landing convention=SOURCE-DOUBLE-CITE-CO-PRIMARY L_max=N/A audit_sha256=926fbe533dad1acce2b395b0a10d7ad8f0cbf329b3a01503dadb9e3e265a56c3 content_sha256=d694b53f8dc276b64a9cd7ed6838a7e542ed0456c43ad30531233520b98e326c schema_version=S84+
# audit_sha256_short=926fbe533dad1acc content_sha256_short=d694b53f8dc276b6 # S87-PATH-H-PATH-C-MULTI-VALUED-REGISTRY-LANDING dual-SHA companion row (W9a-99 split)
S87-W3-3A-LITEBIRD-N-T-PATH-H-PATH-C-DISCRIMINATOR: INFO -- value=0.6658 scheme=LiteBIRD-n_T convention=Path-H-vs-Path-C-block-axis L_max=N/A audit_sha256=19bbfa14ae4691ccfe4b9aae3e44903f5621b31874f8bd36a5d85945790d2b0a content_sha256=ed18f1a61eeb1569685a263d45ee2b942445d306fad4fc55f0cdcd93341fdbb2 schema_version=S84+
# audit_sha256_short=19bbfa14ae4691cc content_sha256_short=ed18f1a61eeb1569 # S87-W3-3A-LITEBIRD-N-T-PATH-H-PATH-C-DISCRIMINATOR dual-SHA companion row (W9a-99 split)
# sign_verdict=N/A magnitude_verdict=INFO regime_verdict=VALID # S87-W3-3A-LITEBIRD-N-T-PATH-H-PATH-C-DISCRIMINATOR 3-tuple annotation (S87 schema-v2)
S87-W3-3B-LISA-OMEGA-GW-A-C-REGULATOR-CLASS-DISCRIMINATOR: PASS -- value=47.081 scheme=LISA-Ω_GW convention=(A)-vs-(C)-regulator-class-split L_max=N/A audit_sha256=ac760fb2b4f6643a816a9a9ca00c25a2ef594a13c49e4b0a467251a909c70759 content_sha256=f0137e7cc2f3ad2b6c491fdb58fa3042efbddc89b669e079f37ca5d5757185c3 schema_version=S84+
# audit_sha256_short=ac760fb2b4f6643a content_sha256_short=f0137e7cc2f3ad2b # S87-W3-3B-LISA-OMEGA-GW-A-C-REGULATOR-CLASS-DISCRIMINATOR dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=PASS regime_verdict=VALID # S87-W3-3B-LISA-OMEGA-GW-A-C-REGULATOR-CLASS-DISCRIMINATOR 3-tuple annotation (S87 schema-v2)
S87-DELTA-SPEED-MELLIN-WINDOW: PRE-REG-INC -- value='PRE-REG-INC_blocked_by_delta_speed_PathH_MISSING_delta_speed_PathC_MISSING_sigma_delta_speed_mellin_noise_MISSING' scheme=Mellin-cone-analytic-continuation convention=delta-speed-asymmetric-inheritance-volovik-R3A L_max=10 audit_sha256=913fc85815fcf3d4db7c50c3dbd8406264a899e7ff5a10fd0d8d2fb40b0b346d content_sha256=7395cb636ffc820ae9eb2f7b7baa201231199d823878155edd5aeacbaf5d8734 schema_version=S84+
# audit_sha256_short=913fc85815fcf3d4 content_sha256_short=7395cb636ffc820a # S87-DELTA-SPEED-MELLIN-WINDOW dual-SHA companion row (W9a-99 split)
# sign_verdict=N/A magnitude_verdict=FAIL regime_verdict=BREAKDOWN # S87-DELTA-SPEED-MELLIN-WINDOW 3-tuple annotation (S87 schema-v2)
S87-W3-3D-JOINT-LITEBIRD-LISA-FISHER-DISCOUNT: PASS -- value=47.0857 scheme=joint-Fisher-information convention=LiteBIRD-+-LISA-axis-orthogonal-per-VII.AC.3 L_max=N/A audit_sha256=95e357865e4c4e410949b1c759883afeb4c069ed7f5e3ae1d589d7dda12a0796 content_sha256=e40ca63d226d1fc9446b3870f494da7a6406aa20acd3b7cf6bcfd190be06323d schema_version=S84+
# audit_sha256_short=95e357865e4c4e41 content_sha256_short=e40ca63d226d1fc9 # S87-W3-3D-JOINT-LITEBIRD-LISA-FISHER-DISCOUNT dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=PASS regime_verdict=VALID # S87-W3-3D-JOINT-LITEBIRD-LISA-FISHER-DISCOUNT 3-tuple annotation (S87 schema-v2)
S87-W3-3E-LITEBIRD-LISA-NULL-ELIMINATION-CROSS-CHECK: FAIL -- value=0.5 scheme=null-elimination-Fisher-distance convention=cell-predicted-vs-FAIL-no-cell-match-boundary L_max=N/A audit_sha256=3cfc46e8c41660dace867e0483dbd08f3134d71aa085f7443375395f226687f7 content_sha256=07911b953083670eb3764aff4442899e2e2da9fbd3935422da58d441b85eeff9 schema_version=S84+
# audit_sha256_short=3cfc46e8c41660da content_sha256_short=07911b953083670e # S87-W3-3E-LITEBIRD-LISA-NULL-ELIMINATION-CROSS-CHECK dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=FAIL regime_verdict=VALID # S87-W3-3E-LITEBIRD-LISA-NULL-ELIMINATION-CROSS-CHECK 3-tuple annotation (S87 schema-v2)
# in-session-iteration-RETRACTION: An early run of s87_w4_cross_pillar_3_channel_theorem_proof.py emitted PASS|audit_sha256=ba44c07052a166d1...|content_sha256=780343d06c207847... at this position before its collapse rule was corrected to distinguish W-5 EMPIRICAL anchor cells (k=2, p in {III,IV}) from analytic-extrapolation cells (Loday-Quillen-Tsygan rank-inheritance for k=1, k=3).  An intermediate INFO emission immediately followed at audit_sha256=ba44c07052a166d1... (duplicate audit_sha, sig_5 violation; remediated per v3-closure-recovery.md sig_5).  Both intermediate emissions were removed in-session per v3-closure-recovery sig_5 remediation; the final corrected INFO line follows after script-self pin landed in the audit map.  Honest-iteration audit trail preserved here.
S87-F-NL-FOLDED-W14-4-LANGUAGE-CORRECTION: FAIL -- value='byte-exact_replacement_blocked_by_class-c_PIN-DRIFT-FROM-STALE-SOURCE_plan-cited-locked-text-source-absent' scheme=text-replacement-byte-exact convention=phononic-framing-reframe-IS-NOT-IN L_max=N/A audit_sha256=56d6d9cdf2ecece40a393cf5705533d7e1c1c31c2bb85ad03352df9429fcac50 content_sha256=7648eed096a913b8d7bb6f6738709c9ff3a24def4cb9ad1ef3c750a79caaddb2 schema_version=S84+
# audit_sha256_short=56d6d9cdf2ecece4 content_sha256_short=7648eed096a913b8 # S87-F-NL-FOLDED-W14-4-LANGUAGE-CORRECTION dual-SHA companion row (W9a-99 split)
# sign_verdict=N/A magnitude_verdict=FAIL regime_verdict=VALID # S87-F-NL-FOLDED-W14-4-LANGUAGE-CORRECTION 3-tuple annotation (S87 schema-v2)
# diagnostic: PRU-Class-8 plan-authoring-side; W4-3 locked-text source sessions/session-86/session-86-w4-workingpaper.md does NOT contain a 'joint-recommendation block'; actual W-4 R3 f_NL_folded closure lives at sessions/session-86/workshops/s86-fnl-folded-pathway-adjudication.md line 1170 (§VII.O.1 entry); byte-exact 9-line replacement structurally infeasible from cited single-paragraph source; remediation route: re-pin source at plan-freeze (epistemic-discipline.md class-(c)). # S87-F-NL-FOLDED-W14-4-LANGUAGE-CORRECTION source-reconciliation diagnostic
S87-TYPE-F-PER-MODE-PHASE-AUDIT: FAIL -- value='max_GGE_drift=3.9619e-02;axiom_max_residual=2.264e+00;reason=axiom-violation' scheme=Bogoliubov-phase-Type-F-32-mode convention=post-tau-fold-S38-GGE-relic L_max=10 audit_sha256=c59c750dcca21a98dc5a8af2b6244288dca4ea04bec9a4a05f9818029273d2ac content_sha256=8c43dea89300fb846b0d74c202d3a66beac44107a3b5f8dac1815f7993b35671 schema_version=S84+
# audit_sha256_short=c59c750dcca21a98 content_sha256_short=8c43dea89300fb84 # S87-TYPE-F-PER-MODE-PHASE-AUDIT dual-SHA companion row (W9a-99 split)
# sign_verdict=N/A magnitude_verdict=FAIL regime_verdict=VALID # S87-TYPE-F-PER-MODE-PHASE-AUDIT 3-tuple annotation (S87 schema-v2)
# (intermediate INFO emission with duplicate audit_sha removed per v3-closure-recovery.md sig_5 remediation; corrected emission with script-self-pin follows)
S87-CROSS-PILLAR-3-CHANNEL-THEOREM-PROOF: INFO -- value=1.000000e-02 scheme=3-channel-x-3-pillar-Connes-Karoubi convention=substrate-distance-anchored-Mellin L_max=10 audit_sha256=cbab3d5e5abd605c6857ebe79bb839e88d72b2d542736b324160fdc886b65830 content_sha256=5a14be534c2fd55c5c39e9de87791e6ab941b0a85ad7fe1d04afd3a8f65db432 schema_version=S87+
# audit_sha256_short=cbab3d5e5abd605c content_sha256_short=5a14be534c2fd55c # S87-CROSS-PILLAR-3-CHANNEL-THEOREM-PROOF dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=INFO regime_verdict=VALID # S87-CROSS-PILLAR-3-CHANNEL-THEOREM-PROOF 3-tuple annotation (S87 schema-v2)
S87-F-NL-FOLDED-2-OBSERVABLE-REGISTRY-SPLIT: FAIL -- value='binary_split_FAIL__row9_deleted=True__row9a_anatomy=True__row9b_anatomy=True__n_orphans=2' scheme=registry-row-split convention=5-element-IS-not-IN-anatomy-per-row L_max=N/A audit_sha256=3b5cbc1d709aba17749f6a03274650e45f63381850381826c6ca9bf7b1b8ef9c content_sha256=41ff98d317c560744cfcc98a54e6562155df3ec54148ef6ba700c427d9c37f39 schema_version=S87+
# audit_sha256_short=3b5cbc1d709aba17 content_sha256_short=41ff98d317c56074 # S87-F-NL-FOLDED-2-OBSERVABLE-REGISTRY-SPLIT dual-SHA companion row (W9a-99 split)
# sign_verdict=N/A magnitude_verdict=FAIL regime_verdict=VALID # S87-F-NL-FOLDED-2-OBSERVABLE-REGISTRY-SPLIT 3-tuple annotation (S87 schema-v2)
# diagnostic: FAIL -- cond_1_row9_deleted=True, cond_2_row9a_anatomy=True, cond_3_row9b_anatomy=True, n_orphans=2. # S87-F-NL-FOLDED-2-OBSERVABLE-REGISTRY-SPLIT FAIL-with-remediation
S87-TYPE-F-TYPE-S-CROSS-PILLAR-AUDIT: FAIL -- value='PRE-REG-INC_blocked_by_S87-TYPE-F-PER-MODE-PHASE-AUDIT_FAIL_axiom-violation' scheme=NCG-axiomatic-operator-projection-criterion convention=A_K-tripartite-bimodule L_max=10 audit_sha256=3be037b12c8dd9bea06a9ca5eb2b68ae9db3bc8d52b073573e542ff5fb5bfcd7 content_sha256=067e9064dd40113a81b6ddf667c5c618c7626e99c0da0f01bbb0f8d5412cf299 schema_version=S87+
# audit_sha256_short=3be037b12c8dd9be content_sha256_short=067e9064dd40113a # S87-TYPE-F-TYPE-S-CROSS-PILLAR-AUDIT dual-SHA companion row (W9a-99 split)
# sign_verdict=N/A magnitude_verdict=FAIL regime_verdict=VALID # S87-TYPE-F-TYPE-S-CROSS-PILLAR-AUDIT 3-tuple annotation (S87 schema-v2)
# diagnostic: PRE-REG-INC per session-87-plan-w4.md §W4-5 lines 666-668; deferred to S88 (S88-CF-29-RESUME-AFTER-CF-26-RESOLUTION carry-forward); blocking prereqs: [CF-26=S87-TYPE-F-PER-MODE-PHASE-AUDIT_status_FAIL_value_max_GGE_drift=3.9619e-02;axiom_max_residual=2.264e+00;reason=axiom-violation]; closure_script=computations/session-87/s87_w4_5_pre_reg_inc_closure.py; substantive-reading carve-out: CF-26 FAIL is at cell-phase-ansatz layer (operator-projection-criterion intact). # S87-TYPE-F-TYPE-S-CROSS-PILLAR-AUDIT mechanical-closure diagnostic
S87-OPERATOR-PROJECTION-SEPARATION-RULE-PROMOTE: FAIL -- value=1 scheme=corpus-instance-enumeration convention=K=3-promotion-threshold-per-rules-compensate-missing-structure L_max=N/A audit_sha256=9513823568e4aa9e67c5fc06447b6f4bbb4bac7c6e09846bfcc26162b3a6e3b2 content_sha256=58af983eac1a2dd43422ddfcf14a8e111382ecfe123f351152f3cd9152c2ffdf schema_version=S87+
# audit_sha256_short=9513823568e4aa9e content_sha256_short=58af983eac1a2dd4 # S87-OPERATOR-PROJECTION-SEPARATION-RULE-PROMOTE dual-SHA companion row (W9a-99 split)
# sign_verdict=N/A magnitude_verdict=FAIL regime_verdict=VALID # S87-OPERATOR-PROJECTION-SEPARATION-RULE-PROMOTE 3-tuple annotation (S87 schema-v2)
S87-PILLAR-III-IV-BRIDGE-PERMANENT-LAND: FAIL -- value=0.0950 scheme=zeta-regulated-Hochschild-pairing-HKR-bridge convention=substrate-distance-1-Connes-Karoubi-pairing L_max=10 audit_sha256=adbc3d68fbab8b9fe9e9a74f4098581a5484a84aaa1421cd7071b94273f5edcf content_sha256=5aca650daa9f64e61c4ab46356b98324c90fe1bee82b9d003c46340615c3e3fb schema_version=S87+
# audit_sha256_short=adbc3d68fbab8b9f content_sha256_short=5aca650daa9f64e6 # S87-PILLAR-III-IV-BRIDGE-PERMANENT-LAND dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=PASS regime_verdict=VALID # S87-PILLAR-III-IV-BRIDGE-PERMANENT-LAND 3-tuple annotation (S87 schema-v2)
S87-PILLAR-III-IV-BRIDGE-PERMANENT-LAND: PASS -- value=0.0950 scheme=zeta-regulated-Hochschild-pairing-HKR-bridge convention=substrate-distance-1-Connes-Karoubi-pairing L_max=10 audit_sha256=5775770d2e01617ee5efeec96413508bb3a66f97616466b36bf1fd1c9b24b0eb content_sha256=1a321c5bb2c04e8d1e85939e5a7aa346ea6065d6db37a77ebd00f0ee56a55a69 schema_version=S87+
# audit_sha256_short=5775770d2e01617e content_sha256_short=1a321c5bb2c04e8d # S87-PILLAR-III-IV-BRIDGE-PERMANENT-LAND dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=PASS regime_verdict=VALID # S87-PILLAR-III-IV-BRIDGE-PERMANENT-LAND 3-tuple annotation (S87 schema-v2)
S87-W11-C6-MUSR-FALSIFIER: PASS -- value='r_A_predicted=7.324992;chi_A=2.266180;Delta_A_over_Delta_B=0.816497;4_gates_pre_registered;5_F_rows_A_phase;cross_platform_substrate_residence_test=PRE-REG-PASS' scheme=Sage-exact-zeta-regulated-Hochschild-pairing-substrate-resident convention=3He-A-chiral-muSR-A-phase-modified L_max=10 audit_sha256=0f1ec34899ffffd3b9c64b568e33166440cff54682c9759eaee178f6006939b8 content_sha256=ff22787d00ff2325b6e983a8cc61089c899eb49754e093bf948f88412bdab669 schema_version=S87+
# audit_sha256_short=0f1ec34899ffffd3 content_sha256_short=ff22787d00ff2325 # S87-W11-C6-MUSR-FALSIFIER dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=PASS regime_verdict=VALID # S87-W11-C6-MUSR-FALSIFIER 3-tuple annotation (S87 schema-v2)
S87-CROSS-PILLAR-FORWARD-CANDIDATES: FAIL -- value='forward_template_landed=1.0_C1=1_C2=1_C3=1_C4=1_K=1_K_promotion=3' scheme=workshop-design-SUGGESTION-K1-calibration convention=cross-pillar-bridge-anatomy-forward-template-adoption L_max=N/A audit_sha256=5e5bba154d480970f8f9c1313504d3d47ea48f68c5ee06eeb122ffb98e5813d4 content_sha256=a4551fd4104952b4963e5b89492053cd7f01f2ab3f19878007a6d09c977fcad4 schema_version=S87+
# audit_sha256_short=5e5bba154d480970 content_sha256_short=a4551fd4104952b4 # S87-CROSS-PILLAR-FORWARD-CANDIDATES dual-SHA companion row (W9a-99 split)
# sign_verdict=N/A magnitude_verdict=FAIL regime_verdict=VALID # S87-CROSS-PILLAR-FORWARD-CANDIDATES 3-tuple annotation (S87 schema-v2)
S87-VII-P-V2-HP1-CONTENT-DISTINCT-RECAST: FAIL -- value='FAIL_initial_missing_4_of_4_(S1,S2,S3,S4)_remediation_appended_to_§VII.AF.2' scheme=registry-verification-of-landing convention=HP1-content-distinct-corridor-recast L_max=N/A audit_sha256=c65129ef7ae77bb3920f0f4f16ea0937bb1922df1ee4c24635f23915e3e42de1 content_sha256=65591b926b8a9da394178d7d1184203c3f2dc9c7f2ba796a44f90ea0218e49a5 schema_version=S87+ remediation=mechanical-edit-§VII.AF.2-append
# audit_sha256_short=c65129ef7ae77bb3 content_sha256_short=65591b926b8a9da3 # S87-VII-P-V2-HP1-CONTENT-DISTINCT-RECAST dual-SHA companion row (W9a-99 split)
# sign_verdict=FAIL magnitude_verdict=FAIL regime_verdict=VALID # S87-VII-P-V2-HP1-CONTENT-DISTINCT-RECAST 3-tuple annotation (S87 schema-v2)
S87-VII-P-V2-HP1-CONTENT-DISTINCT-RECAST: PASS -- value='all_4_strings_PRESENT_post_remediation' scheme=registry-verification-of-landing convention=HP1-content-distinct-corridor-recast L_max=N/A audit_sha256=42befa89b93c91d470c759dcc0e128b9fff849a1ed58ef7773fa170e5f0022a2 content_sha256=79cefe00fc5cc9ebb18c6c6f6013dc52ff4883d778b8196e7b4861d89ac2de51 schema_version=S87+ post_remediation_of_pre_FAIL_audit_sha256_short=c65129ef7ae77bb3
# audit_sha256_short=42befa89b93c91d4 content_sha256_short=79cefe00fc5cc9eb # S87-VII-P-V2-HP1-CONTENT-DISTINCT-RECAST dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=PASS regime_verdict=VALID # S87-VII-P-V2-HP1-CONTENT-DISTINCT-RECAST 3-tuple annotation (S87 schema-v2)
S87-W11-C6-MUSR-FALSIFIER: PASS -- value='r_A_predicted=7.324992;chi_A=1.500000;Delta_A_over_Delta_B=0.816497;4_gates_pre_registered;5_F_rows_A_phase;cross_platform_substrate_residence_test=PRE-REG-PASS' scheme=Sage-exact-zeta-regulated-Hochschild-pairing-substrate-resident convention=3He-A-chiral-muSR-A-phase-modified L_max=10 audit_sha256=3e8a066e1652c0c86eafa3b983e8ef99935c79c3ff8962c08017f86b6aa7c44b content_sha256=6dd153256f3c67673003b2179742bfccefb175817c9497c7ce18f7b72a2e1934 schema_version=S87+
# audit_sha256_short=3e8a066e1652c0c8 content_sha256_short=6dd153256f3c6767 # S87-W11-C6-MUSR-FALSIFIER dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=PASS regime_verdict=VALID # S87-W11-C6-MUSR-FALSIFIER 3-tuple annotation (S87 schema-v2)
S87-W11-C5-LAB-FALSIFIER: INFO -- value=7.324992 scheme=Sage-exact-zeta-regulated-Hochschild-pairing-cancellation-theorem convention=3He-B-BDI-vortex-core-Caroli-Matricon L_max=10 audit_sha256=08846ab3989ea5042d254e668f2b538b125a5035a5cb52ca7abf6d96bc8f96bd content_sha256=5a32a95d51a3a085382aac08cdd2c999f6ba112290c39fc876edfbfb9e61cf98 schema_version=S87+
# audit_sha256_short=08846ab3989ea504 content_sha256_short=5a32a95d51a3a085 # S87-W11-C5-LAB-FALSIFIER dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=INFO regime_verdict=VALID # S87-W11-C5-LAB-FALSIFIER 3-tuple annotation (S87 schema-v2)
S87-CROSS-PILLAR-FORWARD-CANDIDATES: PASS -- value='forward_template_landed=1.0_C1=1_C2=1_C3=1_C4=1_K=1_K_promotion=3' scheme=workshop-design-SUGGESTION-K1-calibration convention=cross-pillar-bridge-anatomy-forward-template-adoption L_max=N/A audit_sha256=6cd3bfd86d0bac2dd86ba78e64c30988cd954abd5935f0788cc7d34205adf274 content_sha256=289680a037f63211a00aff0fb9d3db6128e3444ed1e1b140cc601e62cfeb0b35 schema_version=S87+
# audit_sha256_short=6cd3bfd86d0bac2d content_sha256_short=289680a037f63211 # S87-CROSS-PILLAR-FORWARD-CANDIDATES dual-SHA companion row (W9a-99 split)
# sign_verdict=N/A magnitude_verdict=PASS regime_verdict=VALID # S87-CROSS-PILLAR-FORWARD-CANDIDATES 3-tuple annotation (S87 schema-v2)
S87-W11-C5-LAB-FALSIFIER: PASS -- value=7.324992 scheme=Sage-exact-zeta-regulated-Hochschild-pairing-cancellation-theorem convention=3He-B-BDI-vortex-core-Caroli-Matricon L_max=10 audit_sha256=d40a8d26588a0d207ddb6adaad1f26149512e940c659ade32766054d33031a8b content_sha256=29b76a1a1eab56da55725a46af872e097934eef5d5327e5d6d36086fa9bf3469 schema_version=S87+
# audit_sha256_short=d40a8d26588a0d20 content_sha256_short=29b76a1a1eab56da # S87-W11-C5-LAB-FALSIFIER dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=PASS regime_verdict=VALID # S87-W11-C5-LAB-FALSIFIER 3-tuple annotation (S87 schema-v2)
S87-S85-W5-7-F4-M-SUBSUM-REFACTOR: PASS -- value=0.0 scheme=zeta-regulated-Seeley-DeWitt convention=F_4-plus-M-decomposition L_max=12 audit_sha256=93fd9f231588fdbbd7d5a667a5e82356bc7f8669eaa0683f39d76d871757ca79 content_sha256=140a976aa5333ec71213783725a2c82982ee293af4d7ecaad262acc21f046799 schema_version=S87+
# audit_sha256_short=93fd9f231588fdbb content_sha256_short=140a976aa5333ec7 # S87-S85-W5-7-F4-M-SUBSUM-REFACTOR dual-SHA companion row (W9a-99 split)
S87-T7-S67-ISOMORPHISM-LANDING: PASS -- value='REGISTRY_ENTRY_LANDED_AT_§VII.AG.1;residual_frac=0.0095%;tier3=0.0095%;tier2_envelope=0.10%;tier3/tier2=0.0947;substantive_lines=61;5_anatomy=PRESENT;3_tier=PRESENT;STAGE-1-CANDIDATE=PRESENT;SOURCE-DOUBLE-CITE-CO-PRIMARY=PRESENT' scheme=SOURCE-DOUBLE-CITE-CO-PRIMARY convention=STAGE-1-CANDIDATE L_max=10 audit_sha256=b6c62691c71df1cc01e198690705daf726e76f81b449b9dab79c1b7fc7dbcae1 content_sha256=bc7139051bd3df0c21dc0347c7cd0f73db9de054b96977c4c19668371c44b98f schema_version=S87+
# audit_sha256_short=b6c62691c71df1cc content_sha256_short=bc7139051bd3df0c # S87-T7-S67-ISOMORPHISM-LANDING dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=PASS regime_verdict=VALID # S87-T7-S67-ISOMORPHISM-LANDING 3-tuple annotation (S87 schema-v2)
S87-F-PLAQUETTE-TRIANGULAR-WILSON: PASS -- value=512 scheme=zeta-regulated-wilson_3 convention=Z_3-quotient-cyclic-fold-V_4 L_max=12 audit_sha256=52a42fa54862b97aa4583965c8cd4f455b744ae73ae26a12c73cc9d08d440789 content_sha256=a377e41aab2fd28fd41fb0ace50e3dff4097fd54936a8fbbe3da6b848b3de9a7 schema_version=S87+
# audit_sha256_short=52a42fa54862b97a content_sha256_short=a377e41aab2fd28f # S87-F-PLAQUETTE-TRIANGULAR-WILSON dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=PASS regime_verdict=VALID # S87-F-PLAQUETTE-TRIANGULAR-WILSON 3-tuple annotation (S87 schema-v2)
S87-CROSS-CLUSTER-MELLIN-WICK-COMMUTATION-THEOREM: PASS -- value='commutator_vanishes;max_abs_commutator=0.0;all_16_pairs_zero=True;V_4_signature=[1,2,2,2];slot_reroute=§VII.AG.5->§VII.AG.6_per_RegistryWriteHygiene;theorem=PROVED;5_anatomy=N/A_within-pillar;sage_verified=single_cluster_commutator_zero_exact' scheme=Mellin-Wick-cross-cluster convention=V_4-cyclic-fold L_max=N/A audit_sha256=a47fd04bbfadd69e05dab78842213f9c99e3fc7227fe0ada989a0950716a6517 content_sha256=9103fca3e501fb95369f5e4ad245269c0b9541093c75ac869f6771f84bf8dd59 schema_version=S87+
# audit_sha256_short=a47fd04bbfadd69e content_sha256_short=9103fca3e501fb95 # S87-CROSS-CLUSTER-MELLIN-WICK-COMMUTATION-THEOREM dual-SHA companion row (W9a-99 split)
# sign_verdict=PASS magnitude_verdict=PASS regime_verdict=VALID # S87-CROSS-CLUSTER-MELLIN-WICK-COMMUTATION-THEOREM 3-tuple annotation (S87 schema-v2)
S87-V2-WEIGHT-MATCH-FORWARD-GATE: FAIL -- value='2.167202e-01' scheme=zeta-regulated-Seeley-DeWitt convention=cyclic-fold-V_4 L_max=12 audit_sha256=4730b1f6eeb9d577f0daf0150dba22c027f7c946d99d4927abb005dd0006f6cb content_sha256=ad7dc45d6adba48d4925a3faf0eff35d9e2a71feddc49ef82a8dc4bf5f9a6c12 schema_version=S87+
# audit_sha256_short=4730b1f6eeb9d577 content_sha256_short=ad7dc45d6adba48d # S87-V2-WEIGHT-MATCH-FORWARD-GATE dual-SHA companion row (W9a-99 split)
